Date,China,United States,Brazil,Belgium,France,Netherlands,Portugal,Spain,Sweden,Norway,Turkey,Argentina,Canada,Chile,Colombia,Mexico,Indonesia,Malaysia,South Korea,Taiwan,Thailand,India,Australia,New Zealand,Algeria,Egypt,Nigeria,South Africa,Czechia,Germany,Italy,Poland,Romania,United Kingdom,Kazakhstan,Russia,Ukraine,Uzbekistan,Venezuela,Japan
2009-12-20,2489.795,1996.938,234.184,49.947,222.091,68.929,18.902,100.924,47.0,24.821,109.518,62.082,256.662,29.459,33.582,141.464,179.767,64.001,215.627,84.392,95.354,693.209,111.699,18.543,45.9,70.836,125.107,112.125,42.901,302.333,140.504,99.119,42.598,172.506,71.076,783.802,145.897,45.071,32.88,405.52
2009-12-21,2489.906,1996.945,234.193,49.948,222.091,68.93,18.902,100.924,47.0,24.822,109.518,62.082,256.683,29.461,33.586,141.466,179.769,64.001,215.695,84.406,95.37,693.238,111.7,18.543,45.9,70.842,125.118,112.126,42.9,302.332,140.504,99.118,42.597,172.501,71.076,783.792,145.859,45.07,32.879,405.518
2009-12-22,2490.285,1997.034,234.209,49.948,222.092,68.93,18.903,100.928,47.0,24.822,109.554,62.085,256.684,29.463,33.587,141.466,179.78,64.016,215.699,84.409,95.37,693.243,111.701,18.547,45.902,70.846,125.119,112.134,42.899,302.302,140.503,99.118,42.595,172.491,71.076,783.779,145.83,45.07,32.878,405.515
2009-12-23,2490.318,1997.053,234.21,49.948,222.092,68.93,18.903,100.928,47.0,24.822,109.571,62.092,256.692,29.464,33.588,141.468,179.8,64.025,215.709,84.423,95.375,693.258,111.703,18.547,45.902,70.846,125.129,112.136,42.898,302.301,140.502,99.117,42.591,172.488,71.075,783.778,145.822,45.07,32.878,405.514
2009-12-24,2490.374,1997.058,234.21,49.949,222.094,68.93,18.903,100.931,47.0,24.822,109.573,62.096,256.693,29.468,33.59,141.47,179.816,64.027,215.715,84.428,95.379,693.324,111.708,18.549,45.903,70.849,125.134,112.136,42.895,302.298,140.499,99.117,42.59,172.485,71.075,783.766,145.808,45.07,32.878,405.511
2009-12-25,2490.385,1997.065,234.217,49.95,222.095,68.93,18.903,100.936,47.0,24.823,109.58,62.098,256.693,29.474,33.59,141.47,179.851,64.044,215.719,84.432,95.397,693.342,111.722,18.549,45.905,70.863,125.134,112.137,42.894,302.289,140.499,99.116,42.589,172.476,71.075,783.749,145.806,45.069,32.878,405.504
2009-12-26,2490.431,1997.071,234.225,49.95,222.096,68.93,18.904,100.937,47.0,24.823,109.582,62.114,256.694,29.474,33.59,141.472,179.878,64.048,215.75,84.434,95.408,693.364,111.724,18.551,45.908,70.867,125.17,112.141,42.893,302.285,140.498,99.115,42.585,172.463,71.075,783.733,145.799,45.069,32.876,405.496
2009-12-27,2490.526,1997.095,234.228,49.951,222.096,68.931,18.905,100.938,47.0,24.823,109.589,62.115,256.701,29.474,33.591,141.473,179.885,64.052,215.754,84.435,95.411,693.38,111.726,18.551,45.916,70.892,125.174,112.144,42.893,302.264,140.498,99.114,42.583,172.462,71.074,783.718,145.781,45.069,32.874,405.493
2009-12-28,2490.718,1997.113,234.238,49.951,222.097,68.931,18.905,100.939,47.0,24.823,109.594,62.117,256.707,29.474,33.592,141.475,179.886,64.067,215.77,84.438,95.445,693.505,111.727,18.551,45.92,70.894,125.177,112.146,42.892,302.254,140.497,99.113,42.583,172.461,71.074,783.711,145.777,45.068,32.873,405.488
2009-12-29,2490.934,1997.117,234.247,49.951,222.1,68.932,18.905,100.942,47.0,24.824,109.605,62.118,256.715,29.477,33.594,141.479,179.902,64.068,215.8,84.441,95.449,693.513,111.728,18.552,45.922,70.896,125.178,112.148,42.889,302.252,140.497,99.113,42.583,172.457,71.074,783.704,145.769,45.068,32.872,405.485
2009-12-30,2491.183,1997.125,234.25,49.951,222.1,68.932,18.906,100.944,47.0,24.824,109.609,62.129,256.716,29.481,33.597,141.479,179.907,64.069,215.846,84.446,95.458,693.514,111.732,18.553,45.923,70.908,125.179,112.151,42.888,302.252,140.495,99.113,42.581,172.453,71.074,783.694,145.767,45.068,32.872,405.482
2009-12-31,2491.327,1997.129,234.276,49.951,222.101,68.932,18.906,100.949,47.0,24.824,109.618,62.13,256.725,29.484,33.597,141.48,179.919,64.088,215.868,84.473,95.462,693.544,111.733,18.553,45.923,70.911,125.182,112.157,42.887,302.25,140.493,99.112,42.572,172.443,71.073,783.693,145.725,45.068,32.871,405.479
2010-01-01,2492.006,1997.151,234.283,49.951,222.101,68.933,18.906,100.949,47.0,24.824,109.622,62.13,256.732,29.484,33.6,141.48,179.926,64.089,215.914,84.481,95.496,693.544,111.734,18.554,45.925,70.911,125.182,112.157,42.887,302.249,140.491,99.111,42.572,172.427,71.073,783.642,145.72,45.068,32.871,405.475
2010-01-02,2492.336,1997.186,234.285,49.952,222.103,68.933,18.906,100.949,47.0,24.825,109.632,62.133,256.753,29.487,33.603,141.48,179.948,64.104,215.927,84.487,95.496,693.554,111.738,18.554,45.926,70.919,125.184,112.17,42.885,302.246,140.491,99.111,42.57,172.42,71.073,783.639,145.715,45.068,32.869,405.475
2010-01-03,2492.657,1997.193,234.292,49.952,222.103,68.933,18.906,100.95,47.0,24.826,109.649,62.14,256.758,29.492,33.603,141.481,179.957,64.104,215.955,84.492,95.497,693.568,111.741,18.554,45.931,70.92,125.19,112.17,42.885,302.244,140.491,99.111,42.569,172.42,71.073,783.628,145.709,45.067,32.868,405.471
2010-01-04,2492.881,1997.2,234.3,49.952,222.104,68.933,18.907,100.95,47.0,24.827,109.655,62.141,256.759,29.494,33.606,141.487,179.99,64.117,215.973,84.496,95.497,693.686,111.745,18.555,45.935,70.933,125.199,112.171,42.885,302.235,140.491,99.11,42.567,172.412,71.073,783.62,145.707,45.067,32.868,405.433
2010-01-05,2493.297,1997.224,234.301,49.952,222.104,68.933,18.907,100.951,47.0,24.828,109.657,62.144,256.77,29.494,33.607,141.491,179.993,64.118,215.983,84.497,95.505,693.695,111.747,18.556,45.938,70.936,125.199,112.172,42.884,302.234,140.491,99.109,42.562,172.407,71.072,783.619,145.682,45.067,32.868,405.433
2010-01-06,2493.777,1997.224,234.321,49.953,222.105,68.933,18.907,100.953,47.0,24.829,109.659,62.145,256.779,29.497,33.607,141.5,180.004,64.118,216.023,84.508,95.509,693.868,111.748,18.556,45.947,70.955,125.208,112.172,42.884,302.23,140.491,99.109,42.56,172.399,71.071,783.59,145.639,45.067,32.867,405.431
2010-01-07,2494.96,1997.227,234.325,49.953,222.105,68.933,18.908,100.955,47.0,24.829,109.678,62.146,256.799,29.497,33.611,141.502,180.007,64.121,216.047,84.517,95.511,693.869,111.748,18.556,45.955,70.955,125.216,112.173,42.881,302.205,140.49,99.109,42.559,172.392,71.071,783.572,145.607,45.067,32.867,405.43
2010-01-08,2495.032,1997.276,234.343,49.953,222.105,68.934,18.908,100.956,47.0,24.829,109.686,62.15,256.801,29.498,33.612,141.502,180.014,64.131,216.06,84.518,95.511,693.927,111.754,18.557,45.96,70.958,125.216,112.175,42.879,302.166,140.489,99.108,42.552,172.388,71.07,783.554,145.577,45.067,32.866,405.425
2010-01-09,2495.317,1997.307,234.352,49.953,222.105,68.934,18.908,100.956,47.0,24.829,109.725,62.151,256.803,29.498,33.613,141.503,180.026,64.147,216.065,84.519,95.511,694.048,111.758,18.557,45.972,70.959,125.216,112.176,42.879,302.136,140.489,99.107,42.548,172.379,71.07,783.529,145.573,45.066,32.865,405.419
2010-01-10,2495.409,1997.309,234.36,49.953,222.106,68.934,18.908,100.957,47.0,24.83,109.73,62.152,256.807,29.5,33.616,141.507,180.039,64.154,216.083,84.521,95.523,694.112,111.762,18.558,45.974,70.968,125.245,112.181,42.876,302.124,140.488,99.106,42.548,172.377,71.07,783.518,145.559,45.065,32.862,405.415
2010-01-11,2495.47,1997.311,234.372,49.954,222.107,68.934,18.908,100.957,47.0,24.83,109.733,62.156,256.81,29.503,33.617,141.507,180.052,64.157,216.087,84.525,95.524,694.14,111.768,18.559,45.976,70.972,125.248,112.182,42.875,302.104,140.485,99.106,42.542,172.373,71.07,783.513,145.548,45.065,32.862,405.414
2010-01-12,2495.481,1997.327,234.401,49.954,222.108,68.934,18.908,100.958,47.0,24.831,109.755,62.156,256.812,29.503,33.617,141.507,180.054,64.178,216.103,84.536,95.537,694.141,111.774,18.559,45.978,70.973,125.253,112.183,42.873,302.099,140.484,99.105,42.541,172.365,71.069,783.502,145.545,45.064,32.861,405.414
2010-01-13,2495.779,1997.342,234.41,49.954,222.108,68.935,18.909,100.958,47.0,24.831,109.761,62.16,256.814,29.504,33.618,141.511,180.074,64.183,216.106,84.54,95.54,694.184,111.775,18.559,45.982,70.974,125.261,112.185,42.871,302.098,140.483,99.105,42.539,172.364,71.069,783.498,145.49,45.064,32.859,405.411
2010-01-14,2496.224,1997.355,234.446,49.954,222.109,68.935,18.91,100.963,47.0,24.831,109.771,62.164,256.818,29.504,33.619,141.512,180.092,64.207,216.121,84.548,95.542,694.192,111.775,18.559,45.995,70.975,125.267,112.187,42.871,302.091,140.482,99.105,42.535,172.364,71.068,783.486,145.487,45.064,32.856,405.403
2010-01-15,2496.896,1997.357,234.454,49.954,222.11,68.935,18.91,100.965,47.0,24.831,109.776,62.168,256.819,29.505,33.622,141.513,180.105,64.21,216.24,84.55,95.545,694.34,111.789,18.56,45.996,70.975,125.268,112.194,42.87,302.089,140.481,99.103,42.533,172.363,71.068,783.476,145.479,45.064,32.853,405.396
2010-01-16,2496.979,1997.36,234.46,49.954,222.11,68.935,18.911,100.966,47.0,24.832,109.781,62.171,256.83,29.508,33.622,141.513,180.108,64.217,216.251,84.56,95.546,694.353,111.798,18.56,45.998,70.975,125.268,112.196,42.868,302.088,140.481,99.103,42.524,172.362,71.068,783.474,145.477,45.063,32.852,405.391
2010-01-17,2497.087,1997.366,234.461,49.954,222.111,68.936,18.911,100.967,47.0,24.833,109.783,62.172,256.85,29.511,33.622,141.513,180.114,64.224,216.26,84.563,95.55,694.424,111.799,18.56,46.0,70.976,125.274,112.196,42.868,302.074,140.48,99.102,42.519,172.361,71.068,783.47,145.437,45.063,32.851,405.389
2010-01-18,2497.123,1997.368,234.47,49.954,222.111,68.936,18.911,100.968,47.0,24.833,109.787,62.172,256.86,29.512,33.623,141.515,180.139,64.227,216.311,84.567,95.555,694.463,111.805,18.561,46.007,70.979,125.293,112.204,42.866,302.073,140.479,99.102,42.519,172.349,71.068,783.43,145.427,45.063,32.849,405.389
2010-01-19,2497.276,1997.403,234.479,49.955,222.111,68.936,18.912,100.968,47.0,24.833,109.793,62.172,256.861,29.513,33.623,141.522,180.148,64.246,216.319,84.57,95.569,694.521,111.81,18.562,46.007,70.982,125.295,112.205,42.864,302.071,140.479,99.102,42.517,172.344,71.068,783.425,145.426,45.063,32.849,405.384
2010-01-20,2497.334,1997.417,234.493,49.955,222.112,68.936,18.912,100.969,47.0,24.833,109.8,62.173,256.866,29.513,33.623,141.522,180.153,64.246,216.323,84.571,95.569,694.535,111.816,18.562,46.009,70.982,125.297,112.21,42.86,302.051,140.479,99.102,42.516,172.338,71.067,783.422,145.417,45.062,32.847,405.379
2010-01-21,2497.652,1997.434,234.52,49.956,222.112,68.936,18.912,100.971,47.0,24.834,109.804,62.174,256.868,29.516,33.626,141.528,180.163,64.247,216.333,84.58,95.595,694.541,111.819,18.564,46.01,70.99,125.314,112.21,42.858,302.05,140.479,99.101,42.51,172.329,71.067,783.412,145.391,45.062,32.847,405.378
2010-01-22,2497.724,1997.448,234.528,49.957,222.112,68.936,18.913,100.974,47.0,24.834,109.806,62.175,256.877,29.518,33.626,141.529,180.171,64.257,216.366,84.589,95.6,694.783,111.819,18.564,46.012,70.994,125.32,112.213,42.857,302.046,140.477,99.1,42.505,172.328,71.066,783.41,145.381,45.062,32.847,405.374
2010-01-23,2497.999,1997.449,234.531,49.957,222.114,68.936,18.913,100.978,47.0,24.835,109.815,62.177,256.88,29.519,33.63,141.53,180.181,64.257,216.376,84.593,95.611,694.843,111.832,18.565,46.012,70.994,125.323,112.217,42.855,302.043,140.476,99.1,42.493,172.322,71.066,783.399,145.378,45.062,32.845,405.373
2010-01-24,2498.633,1997.45,234.533,49.958,222.115,68.936,18.913,100.98,47.0,24.835,109.816,62.177,256.889,29.52,33.636,141.534,180.185,64.261,216.385,84.595,95.614,694.845,111.835,18.566,46.012,70.999,125.326,112.226,42.855,302.039,140.475,99.097,42.491,172.314,71.066,783.37,145.371,45.061,32.845,405.369
2010-01-25,2498.705,1997.479,234.54,49.958,222.115,68.936,18.913,100.982,47.0,24.836,109.834,62.178,256.889,29.52,33.637,141.542,180.19,64.263,216.394,84.598,95.622,694.874,111.835,18.568,46.012,71.004,125.327,112.229,42.854,302.037,140.471,99.097,42.487,172.306,71.065,783.335,145.371,45.061,32.843,405.366
2010-01-26,2498.822,1997.48,234.545,49.958,222.116,68.937,18.915,100.984,47.0,24.837,109.838,62.182,256.89,29.526,33.638,141.545,180.196,64.265,216.433,84.605,95.626,694.882,111.843,18.569,46.015,71.004,125.343,112.231,42.853,302.033,140.471,99.097,42.486,172.299,71.065,783.317,145.366,45.061,32.843,405.363
2010-01-27,2498.958,1997.488,234.55,49.959,222.116,68.937,18.915,100.988,47.0,24.837,109.851,62.183,256.891,29.526,33.645,141.548,180.204,64.285,216.461,84.608,95.628,694.914,111.845,18.573,46.02,71.018,125.343,112.238,42.853,302.032,140.468,99.097,42.484,172.297,71.065,783.315,145.337,45.061,32.842,405.353
2010-01-28,2499.128,1997.491,234.551,49.959,222.116,68.937,18.915,100.99,47.0,24.838,109.852,62.185,256.898,29.527,33.646,141.552,180.243,64.302,216.463,84.625,95.63,694.92,111.846,18.573,46.026,71.022,125.365,112.242,42.85,302.031,140.468,99.097,42.483,172.292,71.065,783.312,145.311,45.061,32.841,405.348
2010-01-29,2499.213,1997.537,234.555,49.959,222.116,68.937,18.915,100.993,47.0,24.838,109.853,62.189,256.9,29.527,33.646,141.554,180.252,64.303,216.468,84.641,95.634,695.147,111.847,18.573,46.031,71.022,125.379,112.244,42.85,302.031,140.467,99.097,42.483,172.281,71.065,783.286,145.304,45.06,32.841,405.335
2010-01-30,2499.375,1997.542,234.559,49.959,222.118,68.937,18.915,100.994,47.0,24.839,109.874,62.193,256.901,29.528,33.647,141.556,180.271,64.305,216.474,84.643,95.653,695.194,111.852,18.574,46.034,71.024,125.382,112.25,42.85,302.028,140.467,99.096,42.482,172.278,71.064,783.254,145.296,45.06,32.841,405.332
2010-01-31,2499.579,1997.542,234.568,49.96,222.122,68.937,18.915,100.995,47.0,24.84,109.878,62.195,256.902,29.541,33.648,141.557,180.279,64.309,216.496,84.647,95.654,695.245,111.853,18.574,46.035,71.027,125.407,112.25,42.85,302.013,140.467,99.096,42.481,172.271,71.064,783.249,145.284,45.059,32.839,405.33
2010-02-01,2499.831,1997.555,234.568,49.96,222.124,68.937,18.915,100.995,47.0,24.841,109.88,62.195,256.921,29.544,33.648,141.559,180.301,64.309,216.498,84.649,95.654,695.246,111.854,18.575,46.038,71.028,125.408,112.25,42.85,302.004,140.466,99.095,42.475,172.26,71.064,783.239,145.271,45.058,32.839,405.327
2010-02-02,2499.843,1997.574,234.597,49.96,222.125,68.937,18.915,100.996,47.0,24.841,109.885,62.196,256.923,29.546,33.649,141.561,180.312,64.31,216.514,84.655,95.661,695.398,111.858,18.576,46.048,71.028,125.408,112.255,42.849,302.004,140.461,99.094,42.472,172.257,71.064,783.238,145.252,45.057,32.838,405.322
2010-02-03,2499.91,1997.578,234.614,49.96,222.126,68.938,18.915,100.996,47.0,24.841,109.889,62.196,256.926,29.549,33.651,141.563,180.318,64.316,216.536,84.662,95.687,695.398,111.862,18.576,46.051,71.034,125.421,112.255,42.847,301.999,140.461,99.094,42.47,172.256,71.064,783.23,145.25,45.057,32.838,405.309
2010-02-04,2500.685,1997.58,234.634,49.961,222.127,68.938,18.916,100.997,47.0,24.841,109.892,62.199,256.937,29.551,33.653,141.565,180.353,64.32,216.539,84.666,95.694,695.414,111.864,18.576,46.051,71.035,125.431,112.258,42.845,301.997,140.458,99.093,42.47,172.251,71.064,783.223,145.21,45.057,32.837,405.295
2010-02-05,2500.703,1997.589,234.647,49.961,222.127,68.938,18.916,101.0,47.0,24.842,109.894,62.201,256.937,29.551,33.654,141.567,180.366,64.325,216.56,84.671,95.695,695.465,111.866,18.576,46.058,71.045,125.451,112.258,42.845,301.995,140.454,99.093,42.47,172.244,71.064,783.199,145.189,45.057,32.834,405.294
2010-02-06,2500.771,1997.614,234.648,49.961,222.13,68.938,18.917,101.005,47.0,24.843,109.895,62.202,256.945,29.558,33.654,141.572,180.366,64.336,216.615,84.674,95.701,695.473,111.871,18.577,46.059,71.051,125.455,112.27,42.844,301.992,140.452,99.092,42.468,172.241,71.064,783.198,145.185,45.056,32.834,405.294
2010-02-07,2500.853,1997.631,234.679,49.961,222.132,68.938,18.917,101.006,47.0,24.843,109.899,62.21,256.956,29.562,33.656,141.574,180.369,64.337,216.648,84.675,95.711,695.482,111.875,18.577,46.06,71.056,125.497,112.272,42.843,301.989,140.452,99.092,42.468,172.238,71.064,783.173,145.145,45.056,32.833,405.286
2010-02-08,2501.118,1997.648,234.699,49.961,222.132,68.939,18.917,101.008,47.0,24.844,109.908,62.211,256.959,29.563,33.657,141.579,180.372,64.353,216.664,84.68,95.735,695.51,111.876,18.578,46.06,71.063,125.504,112.277,42.843,301.985,140.451,99.091,42.468,172.225,71.063,783.173,145.123,45.056,32.833,405.285
2010-02-09,2501.162,1997.655,234.704,49.961,222.133,68.939,18.918,101.009,47.0,24.845,109.913,62.212,256.959,29.565,33.657,141.585,180.374,64.356,216.671,84.681,95.748,695.587,111.876,18.578,46.062,71.09,125.527,112.282,42.842,301.974,140.451,99.091,42.467,172.224,71.063,783.138,145.102,45.055,32.832,405.282
2010-02-10,2501.202,1997.658,234.704,49.962,222.134,68.94,18.918,101.01,47.0,24.845,109.928,62.22,256.96,29.569,33.658,141.589,180.374,64.359,216.746,84.688,95.753,695.597,111.878,18.578,46.062,71.095,125.528,112.284,42.841,301.961,140.451,99.091,42.467,172.218,71.063,783.124,145.077,45.055,32.831,405.269
2010-02-11,2501.619,1997.692,234.721,49.962,222.135,68.94,18.918,101.011,47.0,24.845,109.935,62.223,256.972,29.571,33.658,141.589,180.376,64.359,216.762,84.693,95.761,695.677,111.885,18.579,46.065,71.111,125.544,112.284,42.841,301.946,140.45,99.089,42.463,172.214,71.062,783.118,145.074,45.055,32.83,405.264
2010-02-12,2501.723,1997.7,234.721,49.963,222.136,68.94,18.918,101.011,47.0,24.845,109.995,62.228,256.977,29.571,33.659,141.59,180.384,64.384,216.803,84.696,95.767,695.682,111.89,18.579,46.067,71.12,125.556,112.285,42.839,301.943,140.45,99.089,42.46,172.21,71.062,783.115,145.071,45.054,32.829,405.257
2010-02-13,2501.79,1997.719,234.765,49.963,222.136,68.94,18.918,101.014,47.0,24.846,110.007,62.232,256.981,29.575,33.66,141.595,180.388,64.386,216.832,84.698,95.771,695.769,111.896,18.58,46.075,71.125,125.559,112.291,42.839,301.943,140.449,99.089,42.46,172.209,71.062,783.11,145.014,45.054,32.829,405.256
2010-02-14,2501.821,1997.722,234.774,49.963,222.136,68.941,18.918,101.014,47.0,24.847,110.008,62.233,256.987,29.586,33.66,141.595,180.391,64.398,216.835,84.705,95.805,695.847,111.898,18.581,46.075,71.128,125.566,112.296,42.836,301.942,140.449,99.089,42.46,172.209,71.062,783.087,145.001,45.054,32.829,405.256
2010-02-15,2501.888,1997.723,234.777,49.963,222.137,68.941,18.918,101.014,47.0,24.848,110.021,62.239,256.988,29.589,33.66,141.6,180.407,64.411,216.848,84.719,95.811,695.921,111.898,18.582,46.078,71.131,125.602,112.298,42.835,301.936,140.448,99.089,42.453,172.204,71.061,783.081,144.98,45.054,32.828,405.253
2010-02-16,2501.99,1997.727,234.821,49.963,222.138,68.941,18.919,101.014,47.0,24.849,110.028,62.239,256.989,29.592,33.661,141.601,180.417,64.416,216.857,84.72,95.823,695.939,111.9,18.583,46.08,71.138,125.606,112.303,42.834,301.936,140.448,99.087,42.449,172.197,71.061,783.08,144.979,45.054,32.827,405.253
2010-02-17,2502.311,1997.731,234.825,49.963,222.138,68.941,18.92,101.016,47.0,24.849,110.031,62.239,256.992,29.595,33.661,141.603,180.503,64.422,216.861,84.725,95.825,695.969,111.902,18.583,46.082,71.141,125.613,112.305,42.834,301.936,140.448,99.086,42.449,172.189,71.061,783.068,144.963,45.053,32.827,405.251
2010-02-18,2502.313,1997.754,234.843,49.964,222.139,68.942,18.92,101.017,47.0,24.849,110.034,62.241,256.995,29.599,33.661,141.606,180.505,64.424,216.894,84.726,95.828,696.025,111.904,18.583,46.088,71.154,125.615,112.307,42.831,301.927,140.447,99.086,42.442,172.187,71.06,783.066,144.962,45.053,32.827,405.249
2010-02-19,2502.321,1997.757,234.866,49.964,222.139,68.942,18.92,101.018,47.0,24.85,110.037,62.244,256.996,29.602,33.665,141.61,180.519,64.433,216.901,84.726,95.848,696.226,111.906,18.584,46.094,71.155,125.617,112.308,42.83,301.926,140.446,99.086,42.438,172.172,71.06,783.05,144.939,45.052,32.825,405.242
2010-02-20,2502.519,1997.757,234.873,49.964,222.139,68.942,18.92,101.02,47.0,24.852,110.038,62.248,256.996,29.602,33.667,141.619,180.523,64.434,216.906,84.743,95.864,696.26,111.914,18.584,46.096,71.157,125.62,112.309,42.83,301.925,140.443,99.085,42.437,172.171,71.06,783.049,144.933,45.052,32.825,405.242
2010-02-21,2502.608,1997.778,234.881,49.964,222.141,68.942,18.921,101.021,47.0,24.854,110.055,62.255,257.0,29.603,33.669,141.622,180.525,64.436,216.906,84.744,95.87,696.525,111.914,18.585,46.099,71.158,125.621,112.311,42.829,301.917,140.443,99.084,42.437,172.167,71.06,783.041,144.909,45.052,32.824,405.236
2010-02-22,2502.954,1997.781,234.884,49.965,222.142,68.942,18.921,101.022,47.0,24.854,110.057,62.255,257.011,29.609,33.669,141.622,180.526,64.436,216.916,84.747,95.87,696.594,111.918,18.585,46.119,71.159,125.625,112.313,42.829,301.906,140.44,99.084,42.429,172.154,71.06,783.019,144.906,45.052,32.823,405.234
2010-02-23,2502.99,1997.783,234.887,49.965,222.143,68.943,18.921,101.023,47.0,24.855,110.069,62.256,257.025,29.609,33.67,141.624,180.542,64.438,216.919,84.764,95.87,696.663,111.919,18.586,46.12,71.16,125.628,112.313,42.829,301.879,140.44,99.08,42.429,172.153,71.06,783.017,144.903,45.052,32.823,405.233
2010-02-24,2503.592,1997.783,234.913,49.965,222.145,68.943,18.921,101.024,47.0,24.855,110.07,62.257,257.033,29.615,33.672,141.626,180.559,64.466,216.977,84.765,95.878,696.665,111.924,18.586,46.12,71.161,125.662,112.315,42.828,301.863,140.439,99.079,42.423,172.149,71.06,783.015,144.899,45.051,32.823,405.225
2010-02-25,2503.989,1997.792,234.917,49.965,222.145,68.944,18.921,101.025,47.0,24.856,110.083,62.258,257.04,29.618,33.673,141.627,180.577,64.476,216.98,84.766,95.889,696.83,111.927,18.587,46.13,71.167,125.664,112.316,42.828,301.857,140.438,99.079,42.416,172.14,71.06,783.011,144.882,45.051,32.822,405.216
2010-02-26,2504.208,1997.806,234.924,49.966,222.145,68.944,18.921,101.028,47.0,24.856,110.092,62.26,257.059,29.618,33.675,141.631,180.602,64.483,216.994,84.774,95.892,696.887,111.929,18.587,46.132,71.17,125.672,112.317,42.828,301.853,140.438,99.078,42.412,172.134,71.06,783.01,144.857,45.051,32.82,405.214
2010-02-27,2504.365,1997.813,234.935,49.966,222.147,68.944,18.921,101.03,47.0,24.857,110.092,62.26,257.07,29.619,33.677,141.64,180.603,64.487,216.995,84.774,95.894,696.967,111.931,18.589,46.134,71.172,125.675,112.32,42.825,301.847,140.435,99.078,42.412,172.13,71.059,782.959,144.855,45.05,32.819,405.195
2010-02-28,2504.524,1997.824,234.937,49.966,222.147,68.944,18.922,101.03,47.0,24.858,110.101,62.261,257.074,29.62,33.677,141.642,180.606,64.494,217.003,84.777,95.917,697.055,111.934,18.589,46.135,71.192,125.681,112.324,42.821,301.844,140.434,99.078,42.403,172.126,71.059,782.947,144.833,45.049,32.819,405.192
2010-03-01,2504.709,1997.842,234.946,49.966,222.148,68.944,18.922,101.031,47.0,24.861,110.107,62.262,257.076,29.622,33.677,141.642,180.612,64.527,217.072,84.783,95.92,697.186,111.937,18.59,46.136,71.197,125.688,112.325,42.821,301.841,140.433,99.077,42.386,172.124,71.059,782.946,144.759,45.049,32.818,405.191
2010-03-02,2504.714,1997.845,234.96,49.967,222.148,68.944,18.922,101.034,47.0,24.861,110.112,62.264,257.077,29.623,33.678,141.644,180.618,64.531,217.079,84.785,95.923,697.292,111.938,18.59,46.137,71.197,125.691,112.333,42.82,301.831,140.433,99.076,42.381,172.123,71.059,782.871,144.757,45.049,32.818,405.19
2010-03-03,2504.947,1997.849,234.971,49.967,222.149,68.945,18.922,101.036,47.0,24.862,110.125,62.265,257.079,29.631,33.68,141.651,180.623,64.559,217.106,84.787,95.954,697.419,111.944,18.592,46.144,71.202,125.706,112.334,42.82,301.826,140.433,99.076,42.379,172.122,71.059,782.863,144.756,45.049,32.817,405.19
2010-03-04,2505.013,1997.849,234.978,49.968,222.149,68.945,18.922,101.036,47.0,24.863,110.128,62.265,257.082,29.631,33.683,141.654,180.627,64.559,217.116,84.792,95.965,697.523,111.945,18.592,46.144,71.205,125.706,112.336,42.82,301.818,140.433,99.076,42.372,172.122,71.058,782.862,144.747,45.048,32.817,405.189
2010-03-05,2505.511,1997.889,234.988,49.968,222.149,68.945,18.922,101.036,47.0,24.863,110.134,62.268,257.087,29.639,33.685,141.655,180.629,64.562,217.137,84.793,95.966,697.589,111.945,18.593,46.145,71.212,125.707,112.337,42.82,301.811,140.433,99.075,42.372,172.119,71.058,782.861,144.739,45.048,32.815,405.188
2010-03-06,2505.904,1997.891,234.992,49.968,222.15,68.945,18.923,101.038,47.0,24.863,110.141,62.268,257.09,29.639,33.685,141.655,180.658,64.563,217.141,84.799,96.019,697.694,111.964,18.593,46.159,71.212,125.707,112.337,42.819,301.804,140.431,99.074,42.37,172.111,71.058,782.859,144.729,45.048,32.814,405.177
2010-03-07,2506.153,1997.894,235.015,49.968,222.15,68.946,18.923,101.044,47.0,24.865,110.145,62.272,257.094,29.642,33.685,141.655,180.669,64.564,217.155,84.805,96.028,697.702,111.967,18.594,46.16,71.216,125.73,112.342,42.818,301.791,140.43,99.073,42.37,172.104,71.057,782.859,144.724,45.048,32.813,405.17
2010-03-08,2506.395,1997.904,235.027,49.969,222.151,68.946,18.923,101.044,47.0,24.865,110.158,62.279,257.094,29.643,33.687,141.657,180.678,64.566,217.194,84.816,96.029,697.71,111.967,18.595,46.162,71.223,125.736,112.346,42.816,301.784,140.43,99.073,42.367,172.103,71.056,782.854,144.721,45.047,32.811,405.159
2010-03-09,2506.587,1997.919,235.032,49.969,222.151,68.946,18.924,101.045,47.0,24.865,110.165,62.279,257.094,29.643,33.687,141.659,180.683,64.588,217.209,84.818,96.036,697.751,111.971,18.595,46.164,71.227,125.749,112.347,42.816,301.774,140.429,99.072,42.364,172.101,71.056,782.845,144.685,45.047,32.81,405.144
2010-03-10,2506.591,1997.924,235.04,49.969,222.151,68.946,18.924,101.045,47.0,24.866,110.171,62.28,257.096,29.644,33.689,141.66,180.694,64.59,217.211,84.82,96.044,697.775,111.976,18.596,46.165,71.239,125.763,112.352,42.814,301.773,140.427,99.071,42.362,172.098,71.056,782.845,144.672,45.047,32.81,405.144
