Date,China,United States,Brazil,Belgium,France,Netherlands,Portugal,Spain,Sweden,Norway,Turkey,Argentina,Canada,Chile,Colombia,Mexico,Indonesia,Malaysia,South Korea,Taiwan,Thailand,India,Australia,New Zealand,Algeria,Egypt,Nigeria,South Africa,Czechia,Germany,Italy,Poland,Romania,United Kingdom,Kazakhstan,Russia,Ukraine,Uzbekistan,Venezuela,Japan,Iran,Kuwait,Saudi Arabia,United Arab Emirates
2005-01-16,2076.121,1975.097,210.498,49.47,220.873,68.448,18.458,98.244,47.0,23.926,94.767,57.634,244.836,25.632,31.255,137.324,161.001,54.062,185.395,75.408,82.57,596.93,105.319,17.434,40.16,61.272,111.367,106.661,44.64,314.246,142.095,100.135,47.499,180.552,71.556,807.456,171.643,45.54,34.694,414.158,165.763,23.019,130.086,49.965
2005-01-17,2076.457,1975.101,210.499,49.47,220.873,68.448,18.458,98.244,47.0,23.926,94.771,57.636,244.843,25.636,31.256,137.327,161.007,54.094,185.403,75.408,82.57,596.975,105.323,17.434,40.161,61.274,111.368,106.663,44.639,314.238,142.093,100.134,47.494,180.552,71.555,807.447,171.618,45.54,34.692,414.154,165.806,23.019,130.088,49.966
2005-01-18,2076.613,1975.107,210.504,49.47,220.874,68.448,18.459,98.246,47.0,23.928,94.771,57.648,244.847,25.637,31.256,137.331,161.016,54.096,185.415,75.414,82.574,597.018,105.327,17.436,40.163,61.285,111.375,106.666,44.638,314.236,142.093,100.132,47.493,180.552,71.555,807.416,171.617,45.539,34.692,414.153,165.806,23.021,130.098,49.973
2005-01-19,2076.684,1975.121,210.516,49.47,220.874,68.448,18.459,98.249,47.0,23.928,94.779,57.655,244.852,25.638,31.257,137.336,161.032,54.1,185.419,75.417,82.582,597.043,105.328,17.436,40.163,61.299,111.376,106.667,44.637,314.23,142.093,100.132,47.493,180.551,71.555,807.414,171.615,45.538,34.692,414.151,165.82,23.022,130.138,49.973
2005-01-20,2076.75,1975.127,210.528,49.471,220.874,68.449,18.46,98.25,47.0,23.928,94.783,57.656,244.855,25.638,31.259,137.337,161.049,54.107,185.424,75.42,82.583,597.071,105.334,17.436,40.163,61.299,111.378,106.669,44.635,314.225,142.092,100.132,47.491,180.548,71.554,807.383,171.614,45.538,34.689,414.151,165.844,23.026,130.147,49.977
2005-01-21,2077.186,1975.13,210.539,49.471,220.875,68.449,18.46,98.252,47.0,23.929,94.791,57.659,244.868,25.639,31.26,137.339,161.062,54.11,185.438,75.423,82.6,597.109,105.335,17.437,40.165,61.3,111.397,106.672,44.634,314.202,142.089,100.131,47.49,180.543,71.554,807.375,171.582,45.538,34.689,414.139,165.846,23.029,130.154,49.988
2005-01-22,2077.204,1975.136,210.54,49.472,220.877,68.449,18.46,98.254,47.0,23.93,94.805,57.663,244.869,25.641,31.26,137.34,161.078,54.114,185.47,75.424,82.607,597.14,105.337,17.438,40.166,61.3,111.4,106.679,44.633,314.194,142.085,100.13,47.489,180.538,71.554,807.355,171.546,45.538,34.688,414.139,165.85,23.031,130.166,50.002
2005-01-23,2077.359,1975.145,210.603,49.472,220.877,68.449,18.461,98.255,47.0,23.932,94.816,57.663,244.875,25.642,31.26,137.34,161.108,54.119,185.481,75.427,82.609,597.178,105.341,17.438,40.167,61.303,111.4,106.689,44.632,314.193,142.085,100.129,47.488,180.537,71.554,807.355,171.535,45.538,34.688,414.137,165.851,23.031,130.175,50.007
2005-01-24,2077.598,1975.177,210.604,49.473,220.878,68.449,18.461,98.255,47.0,23.933,94.839,57.664,244.876,25.643,31.26,137.341,161.123,54.124,185.49,75.432,82.609,597.284,105.347,17.439,40.168,61.304,111.4,106.691,44.632,314.193,142.083,100.128,47.484,180.529,71.552,807.309,171.487,45.537,34.686,414.129,165.869,23.034,130.178,50.016
2005-01-25,2078.359,1975.197,210.605,49.473,220.878,68.45,18.461,98.26,47.0,23.933,94.851,57.665,244.894,25.643,31.264,137.346,161.131,54.125,185.533,75.433,82.619,597.299,105.348,17.441,40.17,61.311,111.402,106.692,44.632,314.188,142.082,100.127,47.483,180.527,71.552,807.294,171.479,45.537,34.685,414.123,165.888,23.037,130.184,50.018
2005-01-26,2078.399,1975.216,210.617,49.473,220.879,68.45,18.461,98.26,47.0,23.934,94.866,57.666,244.91,25.643,31.264,137.347,161.15,54.127,185.534,75.433,82.631,597.346,105.36,17.442,40.177,61.315,111.42,106.693,44.631,314.183,142.081,100.125,47.481,180.525,71.552,807.263,171.479,45.537,34.684,414.122,165.893,23.038,130.189,50.019
2005-01-27,2078.604,1975.218,210.623,49.473,220.879,68.45,18.461,98.262,47.0,23.935,94.874,57.666,244.914,25.644,31.264,137.348,161.154,54.134,185.534,75.442,82.64,597.382,105.361,17.442,40.18,61.333,111.423,106.694,44.631,314.181,142.081,100.125,47.481,180.515,71.552,807.234,171.458,45.536,34.682,414.119,165.91,23.04,130.206,50.028
2005-01-28,2078.639,1975.226,210.637,49.473,220.879,68.45,18.461,98.263,47.0,23.935,94.89,57.668,244.919,25.644,31.264,137.349,161.158,54.136,185.539,75.443,82.65,597.436,105.366,17.443,40.181,61.335,111.438,106.695,44.63,314.169,142.079,100.125,47.48,180.514,71.552,807.228,171.405,45.536,34.682,414.117,165.918,23.04,130.226,50.028
2005-01-29,2078.759,1975.231,210.68,49.473,220.879,68.45,18.462,98.263,47.0,23.935,94.891,57.669,244.927,25.645,31.266,137.349,161.158,54.14,185.543,75.443,82.657,597.6,105.366,17.443,40.181,61.34,111.443,106.698,44.629,314.143,142.076,100.121,47.474,180.512,71.552,807.228,171.405,45.536,34.681,414.116,165.923,23.042,130.227,50.036
2005-01-30,2078.811,1975.239,210.681,49.474,220.881,68.45,18.462,98.263,47.0,23.936,94.892,57.67,244.929,25.647,31.266,137.353,161.169,54.142,185.544,75.445,82.68,597.652,105.368,17.444,40.181,61.342,111.447,106.699,44.629,314.13,142.076,100.12,47.472,180.508,71.551,807.213,171.394,45.536,34.681,414.111,165.934,23.05,130.247,50.048
2005-01-31,2078.881,1975.245,210.687,49.474,220.881,68.451,18.462,98.264,47.0,23.936,94.901,57.677,244.929,25.653,31.268,137.354,161.186,54.146,185.553,75.445,82.682,597.752,105.372,17.444,40.181,61.357,111.454,106.7,44.628,314.128,142.076,100.12,47.47,180.504,71.551,807.212,171.383,45.536,34.68,414.111,165.938,23.052,130.259,50.049
2005-02-01,2078.982,1975.247,210.701,49.474,220.881,68.451,18.462,98.265,47.0,23.936,94.903,57.677,244.931,25.654,31.269,137.354,161.211,54.146,185.588,75.449,82.703,597.808,105.375,17.445,40.182,61.359,111.455,106.701,44.628,314.124,142.07,100.119,47.469,180.495,71.551,807.206,171.364,45.535,34.679,414.101,165.941,23.053,130.268,50.051
2005-02-02,2079.144,1975.256,210.705,49.474,220.884,68.451,18.462,98.267,47.0,23.937,94.913,57.678,244.931,25.659,31.271,137.356,161.227,54.164,185.6,75.451,82.708,598.036,105.38,17.445,40.196,61.365,111.456,106.702,44.628,314.12,142.069,100.119,47.46,180.483,71.551,807.205,171.357,45.534,34.679,414.086,165.954,23.053,130.271,50.065
2005-02-03,2079.702,1975.258,210.72,49.474,220.884,68.451,18.462,98.267,47.0,23.938,94.918,57.678,244.933,25.667,31.271,137.36,161.228,54.172,185.606,75.452,82.714,598.06,105.393,17.445,40.199,61.366,111.47,106.703,44.628,314.119,142.069,100.119,47.454,180.479,71.551,807.189,171.346,45.534,34.679,414.083,165.957,23.056,130.273,50.066
2005-02-04,2080.539,1975.265,210.723,49.475,220.884,68.452,18.462,98.269,47.0,23.938,94.936,57.679,244.938,25.67,31.273,137.361,161.23,54.175,185.615,75.459,82.728,598.067,105.394,17.446,40.2,61.367,111.504,106.704,44.628,314.118,142.067,100.119,47.452,180.478,71.551,807.165,171.332,45.534,34.678,414.083,165.958,23.061,130.282,50.08
2005-02-05,2080.731,1975.276,210.758,49.475,220.889,68.452,18.463,98.271,47.0,23.939,94.957,57.681,244.941,25.671,31.275,137.361,161.236,54.177,185.629,75.459,82.731,598.178,105.396,17.447,40.201,61.382,111.515,106.704,44.627,314.116,142.066,100.119,47.448,180.477,71.55,807.161,171.278,45.533,34.677,414.081,165.959,23.065,130.3,50.082
2005-02-06,2080.731,1975.282,210.759,49.476,220.891,68.452,18.463,98.276,47.0,23.939,94.963,57.686,244.943,25.672,31.278,137.361,161.279,54.186,185.646,75.461,82.737,598.22,105.397,17.447,40.202,61.392,111.533,106.706,44.627,314.115,142.066,100.118,47.446,180.473,71.549,807.157,171.275,45.533,34.676,414.077,165.992,23.065,130.312,50.093
2005-02-07,2080.737,1975.295,210.763,49.476,220.891,68.452,18.464,98.276,47.0,23.939,94.965,57.687,244.961,25.673,31.279,137.363,161.286,54.193,185.647,75.467,82.74,598.487,105.4,17.449,40.207,61.397,111.534,106.711,44.626,314.093,142.063,100.117,47.443,180.472,71.549,807.152,171.253,45.533,34.675,414.072,165.993,23.065,130.318,50.095
2005-02-08,2080.775,1975.303,210.77,49.476,220.893,68.453,18.464,98.278,47.0,23.94,94.987,57.69,244.963,25.673,31.279,137.372,161.305,54.196,185.668,75.478,82.741,598.493,105.406,17.45,40.21,61.397,111.545,106.715,44.626,314.092,142.063,100.116,47.44,180.47,71.549,807.152,171.222,45.531,34.674,414.055,165.993,23.067,130.342,50.095
2005-02-09,2081.385,1975.328,210.792,49.476,220.893,68.453,18.464,98.28,47.0,23.941,94.987,57.695,244.966,25.676,31.283,137.373,161.312,54.197,185.672,75.483,82.743,598.52,105.407,17.45,40.21,61.411,111.551,106.716,44.626,314.075,142.062,100.115,47.434,180.469,71.549,807.108,171.22,45.531,34.674,414.05,166.022,23.068,130.372,50.101
2005-02-10,2081.716,1975.331,210.793,49.477,220.894,68.454,18.464,98.283,47.0,23.941,94.989,57.7,244.968,25.677,31.283,137.374,161.315,54.197,185.705,75.484,82.745,598.533,105.414,17.451,40.215,61.412,111.553,106.718,44.625,314.071,142.061,100.114,47.429,180.468,71.549,807.098,171.218,45.531,34.672,414.047,166.132,23.079,130.393,50.102
2005-02-11,2081.821,1975.333,210.812,49.477,220.894,68.454,18.464,98.286,47.0,23.942,95.005,57.701,244.971,25.682,31.286,137.375,161.317,54.213,185.724,75.49,82.747,598.559,105.414,17.451,40.215,61.415,111.553,106.719,44.625,314.053,142.056,100.111,47.428,180.466,71.549,807.074,171.212,45.531,34.671,414.042,166.152,23.081,130.431,50.114
2005-02-12,2081.925,1975.344,210.813,49.477,220.896,68.454,18.464,98.287,47.0,23.942,95.011,57.702,244.972,25.686,31.287,137.375,161.34,54.219,185.725,75.494,82.758,598.56,105.415,17.451,40.219,61.416,111.556,106.725,44.624,314.048,142.055,100.111,47.422,180.463,71.548,807.071,171.21,45.531,34.671,414.039,166.159,23.081,130.466,50.127
2005-02-13,2081.999,1975.373,210.839,49.477,220.896,68.454,18.465,98.29,47.0,23.942,95.012,57.703,244.975,25.686,31.288,137.376,161.346,54.229,185.742,75.509,82.763,598.589,105.417,17.451,40.22,61.419,111.557,106.725,44.624,314.04,142.054,100.11,47.418,180.451,71.548,807.067,171.208,45.531,34.671,414.038,166.181,23.087,130.468,50.134
2005-02-14,2082.009,1975.419,210.859,49.478,220.897,68.455,18.465,98.291,47.0,23.943,95.026,57.706,244.977,25.69,31.288,137.384,161.359,54.229,185.768,75.515,82.785,598.634,105.428,17.452,40.22,61.42,111.567,106.728,44.623,314.035,142.054,100.11,47.411,180.431,71.548,807.057,171.204,45.53,34.67,414.037,166.216,23.089,130.469,50.135
2005-02-15,2082.069,1975.425,210.86,49.478,220.897,68.455,18.465,98.291,47.0,23.945,95.035,57.712,244.982,25.691,31.288,137.396,161.363,54.238,185.779,75.518,82.786,598.672,105.428,17.453,40.221,61.423,111.576,106.728,44.623,314.017,142.054,100.11,47.407,180.427,71.548,807.046,171.154,45.53,34.668,414.034,166.271,23.094,130.472,50.142
2005-02-16,2082.275,1975.432,210.862,49.478,220.897,68.455,18.466,98.292,47.0,23.945,95.049,57.713,244.985,25.691,31.288,137.398,161.367,54.244,185.78,75.531,82.786,598.677,105.429,17.453,40.221,61.425,111.578,106.736,44.622,314.003,142.053,100.11,47.404,180.422,71.547,807.041,171.141,45.53,34.667,414.03,166.289,23.094,130.504,50.147
2005-02-17,2082.306,1975.436,210.866,49.479,220.897,68.455,18.466,98.293,47.0,23.946,95.062,57.715,244.992,25.692,31.289,137.401,161.372,54.257,185.796,75.531,82.79,598.861,105.433,17.453,40.228,61.426,111.586,106.737,44.62,313.998,142.053,100.11,47.403,180.421,71.547,807.033,171.133,45.53,34.667,414.028,166.308,23.096,130.516,50.151
2005-02-18,2082.52,1975.44,210.899,49.479,220.898,68.455,18.466,98.293,47.0,23.947,95.064,57.718,245.0,25.693,31.289,137.408,161.376,54.261,185.803,75.532,82.793,598.87,105.439,17.453,40.229,61.431,111.603,106.743,44.62,313.993,142.052,100.109,47.396,180.411,71.547,807.02,171.121,45.53,34.664,414.023,166.347,23.097,130.536,50.151
2005-02-19,2082.908,1975.443,210.942,49.479,220.9,68.455,18.466,98.299,47.0,23.947,95.064,57.719,245.002,25.695,31.29,137.408,161.404,54.266,185.803,75.539,82.8,598.908,105.441,17.454,40.236,61.438,111.606,106.749,44.616,313.991,142.052,100.107,47.391,180.407,71.546,806.998,171.119,45.529,34.664,414.023,166.351,23.1,130.539,50.154
2005-02-20,2083.003,1975.467,210.946,49.48,220.9,68.455,18.467,98.304,47.0,23.948,95.081,57.719,245.005,25.698,31.291,137.41,161.417,54.271,185.827,75.543,82.803,598.922,105.447,17.454,40.238,61.445,111.61,106.749,44.616,313.985,142.052,100.107,47.387,180.398,71.546,806.983,171.117,45.529,34.664,414.019,166.375,23.101,130.572,50.163
2005-02-21,2083.306,1975.478,210.948,49.48,220.9,68.455,18.468,98.305,47.0,23.95,95.085,57.723,245.005,25.708,31.291,137.412,161.428,54.278,185.848,75.55,82.821,598.968,105.449,17.454,40.239,61.446,111.63,106.752,44.615,313.983,142.049,100.106,47.386,180.388,71.546,806.979,171.117,45.528,34.663,414.018,166.392,23.103,130.593,50.172
2005-02-22,2083.619,1975.48,210.949,49.48,220.902,68.457,18.468,98.307,47.0,23.951,95.113,57.724,245.014,25.712,31.292,137.412,161.437,54.286,185.865,75.551,82.833,598.986,105.45,17.454,40.242,61.461,111.631,106.761,44.615,313.982,142.048,100.106,47.384,180.378,71.546,806.945,171.089,45.528,34.663,414.017,166.395,23.112,130.602,50.179
2005-02-23,2083.805,1975.491,210.956,49.48,220.903,68.457,18.468,98.307,47.0,23.951,95.117,57.727,245.017,25.715,31.293,137.413,161.438,54.289,185.869,75.555,82.838,598.992,105.453,17.456,40.248,61.467,111.636,106.766,44.614,313.974,142.048,100.105,47.382,180.359,71.546,806.926,171.058,45.528,34.662,414.015,166.397,23.114,130.607,50.187
2005-02-24,2083.829,1975.545,210.965,49.48,220.903,68.458,18.468,98.309,47.0,23.951,95.127,57.728,245.018,25.72,31.294,137.413,161.441,54.297,185.926,75.559,82.84,599.058,105.461,17.456,40.252,61.473,111.645,106.77,44.614,313.957,142.047,100.105,47.381,180.359,71.546,806.914,171.053,45.527,34.662,414.013,166.415,23.117,130.633,50.187
2005-02-25,2084.194,1975.556,210.985,49.48,220.904,68.459,18.468,98.315,47.0,23.952,95.13,57.731,245.021,25.723,31.294,137.415,161.466,54.301,185.979,75.57,82.844,599.161,105.462,17.457,40.252,61.478,111.651,106.77,44.614,313.942,142.045,100.104,47.381,180.358,71.545,806.9,171.032,45.527,34.66,414.012,166.426,23.117,130.635,50.197
2005-02-26,2084.336,1975.585,210.991,49.481,220.905,68.459,18.469,98.316,47.0,23.952,95.146,57.736,245.025,25.724,31.299,137.418,161.481,54.306,185.98,75.574,82.849,599.223,105.464,17.457,40.258,61.482,111.656,106.772,44.612,313.939,142.045,100.104,47.379,180.357,71.545,806.878,171.022,45.527,34.657,414.009,166.44,23.118,130.66,50.198
2005-02-27,2084.353,1975.586,210.993,49.481,220.905,68.46,18.469,98.317,47.0,23.953,95.156,57.737,245.025,25.724,31.302,137.421,161.491,54.309,185.987,75.591,82.858,599.3,105.465,17.457,40.262,61.494,111.657,106.773,44.611,313.936,142.044,100.103,47.377,180.349,71.545,806.874,171.0,45.527,34.656,413.994,166.46,23.121,130.683,50.2
2005-02-28,2084.438,1975.587,210.995,49.481,220.906,68.46,18.469,98.318,47.0,23.953,95.173,57.738,245.028,25.727,31.302,137.422,161.513,54.315,185.989,75.595,82.859,599.352,105.468,17.458,40.264,61.501,111.66,106.776,44.611,313.936,142.044,100.103,47.376,180.348,71.545,806.859,170.985,45.526,34.654,413.989,166.461,23.124,130.696,50.221
2005-03-01,2084.562,1975.588,211.0,49.481,220.906,68.46,18.469,98.319,47.0,23.954,95.175,57.746,245.029,25.73,31.302,137.424,161.515,54.333,186.001,75.597,82.864,599.463,105.473,17.46,40.265,61.502,111.666,106.777,44.611,313.913,142.043,100.102,47.374,180.344,71.545,806.858,170.983,45.526,34.654,413.988,166.524,23.125,130.698,50.222
2005-03-02,2084.717,1975.615,211.015,49.481,220.907,68.46,18.47,98.32,47.0,23.955,95.184,57.747,245.046,25.733,31.303,137.424,161.518,54.335,186.005,75.607,82.885,599.491,105.474,17.46,40.266,61.503,111.668,106.784,44.609,313.907,142.041,100.102,47.373,180.341,71.544,806.858,170.976,45.526,34.653,413.985,166.581,23.131,130.713,50.222
2005-03-03,2084.926,1975.64,211.037,49.481,220.908,68.461,18.47,98.321,47.0,23.956,95.187,57.747,245.048,25.733,31.304,137.428,161.533,54.357,186.006,75.638,82.892,599.582,105.476,17.46,40.267,61.511,111.67,106.785,44.609,313.906,142.041,100.101,47.372,180.339,71.544,806.84,170.974,45.525,34.653,413.98,166.582,23.138,130.718,50.224
2005-03-04,2085.051,1975.657,211.048,49.482,220.908,68.461,18.47,98.321,47.0,23.956,95.192,57.749,245.056,25.736,31.304,137.428,161.54,54.357,186.021,75.639,82.892,599.597,105.477,17.461,40.268,61.517,111.672,106.786,44.608,313.903,142.041,100.101,47.362,180.326,71.543,806.816,170.954,45.525,34.653,413.968,166.592,23.139,130.728,50.231
2005-03-05,2085.319,1975.678,211.064,49.482,220.908,68.461,18.47,98.321,47.0,23.956,95.221,57.749,245.072,25.737,31.31,137.435,161.545,54.359,186.027,75.641,82.899,599.65,105.481,17.461,40.269,61.524,111.673,106.789,44.608,313.902,142.041,100.101,47.362,180.326,71.543,806.811,170.948,45.524,34.652,413.965,166.599,23.141,130.728,50.237
2005-03-06,2085.48,1975.682,211.082,49.482,220.91,68.461,18.47,98.323,47.0,23.957,95.224,57.752,245.084,25.741,31.311,137.438,161.552,54.36,186.029,75.646,82.899,599.832,105.483,17.461,40.273,61.537,111.676,106.795,44.606,313.898,142.039,100.101,47.362,180.321,71.543,806.718,170.936,45.524,34.651,413.956,166.607,23.142,130.734,50.238
2005-03-07,2086.524,1975.702,211.089,49.483,220.911,68.462,18.471,98.325,47.0,23.958,95.233,57.753,245.086,25.741,31.312,137.439,161.581,54.377,186.039,75.648,82.902,599.892,105.484,17.461,40.273,61.541,111.683,106.799,44.606,313.898,142.039,100.1,47.361,180.32,71.543,806.699,170.896,45.524,34.651,413.952,166.608,23.142,130.741,50.238
2005-03-08,2086.64,1975.712,211.102,49.483,220.911,68.462,18.471,98.325,47.0,23.958,95.233,57.753,245.091,25.741,31.316,137.439,161.599,54.382,186.056,75.67,82.904,599.925,105.487,17.462,40.274,61.551,111.684,106.807,44.606,313.881,142.039,100.1,47.36,180.32,71.542,806.658,170.892,45.523,34.648,413.949,166.626,23.143,130.745,50.243
2005-03-09,2086.914,1975.728,211.116,49.483,220.911,68.462,18.471,98.327,47.0,23.958,95.233,57.754,245.098,25.741,31.318,137.441,161.617,54.384,186.071,75.689,82.905,600.031,105.493,17.462,40.274,61.555,111.685,106.808,44.606,313.879,142.038,100.1,47.359,180.319,71.542,806.593,170.884,45.523,34.647,413.947,166.642,23.146,130.782,50.247
2005-03-10,2087.067,1975.738,211.125,49.484,220.914,68.463,18.471,98.328,47.0,23.958,95.25,57.759,245.098,25.745,31.321,137.442,161.682,54.385,186.08,75.691,82.918,600.076,105.494,17.463,40.276,61.561,111.69,106.811,44.606,313.874,142.037,100.1,47.357,180.314,71.541,806.59,170.881,45.523,34.642,413.943,166.656,23.148,130.79,50.252
2005-03-11,2087.131,1975.739,211.133,49.484,220.914,68.463,18.471,98.328,47.0,23.958,95.253,57.766,245.1,25.746,31.321,137.442,161.723,54.385,186.087,75.696,82.945,600.181,105.497,17.464,40.276,61.567,111.708,106.813,44.605,313.859,142.037,100.099,47.357,180.301,71.541,806.589,170.865,45.523,34.642,413.94,166.663,23.154,130.793,50.253
2005-03-12,2087.596,1975.744,211.136,49.484,220.914,68.463,18.472,98.331,47.0,23.959,95.253,57.768,245.115,25.747,31.326,137.444,161.724,54.388,186.091,75.706,82.95,600.191,105.498,17.464,40.28,61.574,111.723,106.817,44.602,313.847,142.036,100.099,47.35,180.298,71.541,806.585,170.797,45.523,34.639,413.936,166.666,23.158,130.806,50.257
2005-03-13,2088.345,1975.775,211.139,49.484,220.914,68.463,18.472,98.334,47.0,23.959,95.267,57.769,245.14,25.747,31.329,137.446,161.727,54.399,186.108,75.727,82.958,600.207,105.498,17.464,40.281,61.578,111.728,106.821,44.601,313.843,142.035,100.098,47.349,180.291,71.541,806.565,170.789,45.523,34.638,413.935,166.693,23.159,130.811,50.269
2005-03-14,2088.372,1975.806,211.155,49.485,220.915,68.463,18.472,98.336,47.0,23.96,95.271,57.775,245.14,25.747,31.331,137.451,161.734,54.413,186.124,75.735,82.983,600.314,105.503,17.465,40.283,61.588,111.745,106.822,44.601,313.838,142.035,100.098,47.343,180.288,71.541,806.56,170.789,45.522,34.636,413.935,166.695,23.159,130.819,50.287
2005-03-15,2088.48,1975.844,211.18,49.485,220.915,68.464,18.472,98.336,47.0,23.96,95.276,57.78,245.145,25.748,31.332,137.452,161.753,54.421,186.134,75.751,82.992,600.364,105.509,17.466,40.285,61.591,111.747,106.832,44.598,313.831,142.031,100.097,47.343,180.287,71.541,806.551,170.743,45.522,34.636,413.932,166.732,23.16,130.828,50.295
2005-03-16,2088.829,1975.845,211.185,49.485,220.916,68.464,18.474,98.336,47.0,23.961,95.276,57.784,245.146,25.748,31.333,137.465,161.755,54.424,186.137,75.76,83.005,600.392,105.511,17.466,40.285,61.594,111.749,106.832,44.597,313.823,142.03,100.097,47.341,180.286,71.541,806.549,170.701,45.522,34.636,413.932,166.733,23.163,130.839,50.296
2005-03-17,2089.169,1975.865,211.19,49.485,220.918,68.465,18.474,98.337,47.0,23.961,95.281,57.785,245.149,25.749,31.334,137.466,161.763,54.434,186.145,75.76,83.013,600.461,105.511,17.466,40.288,61.599,111.756,106.833,44.597,313.819,142.028,100.097,47.336,180.286,71.54,806.537,170.693,45.522,34.636,413.929,166.793,23.167,130.839,50.308
2005-03-18,2089.322,1975.897,211.19,49.486,220.92,68.465,18.474,98.337,47.0,23.963,95.295,57.787,245.158,25.751,31.334,137.468,161.767,54.436,186.151,75.772,83.024,600.476,105.512,17.467,40.29,61.601,111.761,106.836,44.597,313.815,142.028,100.097,47.333,180.283,71.54,806.535,170.69,45.522,34.635,413.928,166.838,23.17,130.908,50.313
2005-03-19,2089.6,1975.899,211.207,49.486,220.921,68.465,18.475,98.338,47.0,23.964,95.296,57.792,245.171,25.753,31.336,137.471,161.775,54.441,186.164,75.778,83.064,600.671,105.514,17.467,40.291,61.604,111.771,106.843,44.595,313.813,142.027,100.096,47.333,180.282,71.54,806.48,170.637,45.522,34.634,413.92,166.858,23.171,130.96,50.315
2005-03-20,2089.733,1975.91,211.215,49.486,220.922,68.466,18.475,98.342,47.0,23.965,95.307,57.795,245.176,25.754,31.338,137.471,161.812,54.446,186.177,75.778,83.064,600.803,105.525,17.468,40.305,61.614,111.776,106.844,44.594,313.805,142.026,100.096,47.332,180.278,71.54,806.417,170.634,45.521,34.634,413.92,166.886,23.173,130.974,50.321
2005-03-21,2089.819,1975.924,211.225,49.486,220.922,68.466,18.475,98.343,47.0,23.966,95.308,57.798,245.188,25.756,31.338,137.471,161.826,54.448,186.181,75.801,83.065,600.805,105.526,17.468,40.309,61.638,111.777,106.848,44.593,313.802,142.026,100.096,47.332,180.276,71.539,806.397,170.616,45.521,34.632,413.917,166.902,23.173,130.986,50.322
2005-03-22,2089.902,1975.937,211.239,49.486,220.922,68.466,18.475,98.343,47.0,23.967,95.31,57.8,245.188,25.757,31.339,137.475,161.832,54.455,186.209,75.811,83.072,600.952,105.533,17.468,40.315,61.64,111.782,106.849,44.592,313.798,142.025,100.095,47.327,180.274,71.539,806.391,170.579,45.521,34.631,413.907,166.912,23.182,130.997,50.336
2005-03-23,2090.047,1975.95,211.252,49.486,220.923,68.466,18.476,98.344,47.0,23.967,95.319,57.805,245.189,25.759,31.341,137.475,161.833,54.458,186.213,75.825,83.076,600.972,105.537,17.468,40.316,61.645,111.789,106.854,44.592,313.792,142.024,100.095,47.326,180.267,71.539,806.385,170.569,45.52,34.63,413.905,166.953,23.193,131.01,50.341
2005-03-24,2090.13,1975.953,211.256,49.487,220.923,68.467,18.476,98.345,47.0,23.968,95.336,57.806,245.192,25.763,31.342,137.477,161.84,54.46,186.217,75.855,83.086,600.987,105.538,17.469,40.32,61.648,111.818,106.854,44.59,313.79,142.023,100.094,47.323,180.263,71.539,806.373,170.559,45.52,34.629,413.904,166.996,23.197,131.015,50.342
2005-03-25,2090.181,1975.955,211.266,49.487,220.925,68.467,18.476,98.345,47.0,23.968,95.339,57.807,245.2,25.767,31.344,137.48,161.845,54.466,186.283,75.856,83.091,600.989,105.541,17.47,40.323,61.652,111.821,106.855,44.59,313.785,142.023,100.094,47.322,180.259,71.539,806.367,170.53,45.52,34.628,413.899,167.025,23.199,131.024,50.345
2005-03-26,2090.253,1975.985,211.3,49.487,220.925,68.468,18.477,98.346,47.0,23.969,95.346,57.811,245.203,25.769,31.344,137.48,161.857,54.473,186.305,75.86,83.092,601.063,105.544,17.47,40.324,61.653,111.834,106.862,44.59,313.762,142.022,100.094,47.318,180.257,71.539,806.339,170.529,45.52,34.627,413.889,167.04,23.199,131.026,50.346
2005-03-27,2090.668,1975.987,211.301,49.488,220.925,68.468,18.478,98.348,47.0,23.969,95.358,57.813,245.214,25.769,31.346,137.482,161.858,54.474,186.324,75.862,83.094,601.066,105.556,17.471,40.326,61.654,111.841,106.863,44.589,313.762,142.02,100.093,47.318,180.254,71.539,806.304,170.514,45.52,34.626,413.888,167.058,23.2,131.031,50.349
2005-03-28,2091.2,1976.008,211.311,49.488,220.925,68.468,18.478,98.349,47.0,23.97,95.363,57.815,245.222,25.771,31.346,137.483,161.873,54.478,186.335,75.866,83.106,601.143,105.557,17.472,40.327,61.656,111.849,106.865,44.588,313.761,142.019,100.093,47.317,180.251,71.538,806.3,170.513,45.519,34.625,413.881,167.074,23.209,131.04,50.353
2005-03-29,2091.438,1976.011,211.329,49.489,220.925,68.468,18.478,98.349,47.0,23.97,95.397,57.815,245.225,25.771,31.347,137.484,161.885,54.481,186.342,75.871,83.106,601.291,105.561,17.472,40.328,61.66,111.857,106.867,44.586,313.757,142.019,100.093,47.315,180.248,71.538,806.288,170.471,45.519,34.623,413.878,167.131,23.211,131.055,50.356
2005-03-30,2091.696,1976.014,211.349,49.489,220.927,68.469,18.478,98.35,47.0,23.971,95.4,57.816,245.246,25.772,31.348,137.485,161.886,54.484,186.348,75.872,83.107,601.331,105.57,17.472,40.329,61.661,111.858,106.868,44.586,313.749,142.019,100.093,47.313,180.247,71.538,806.287,170.45,45.517,34.621,413.866,167.149,23.212,131.065,50.356
